城市,房屋面积,楼层,月租
银川,189,3,3000
银川,90,2,1350
银川,47.84,3,1000
银川,51,3,1800
银川,110,3,1100
银川,84,3,1000
银川,100,2,800
银川,132,1,500
银川,53,3,1000
银川,97.3,1,2600
银川,89,1,1500
银川,76,2,900
银川,217,3,5300
银川,121,3,1500
银川,59,2,800
银川,82,1,1500
银川,115.77,2,1000
银川,86,3,1100
银川,20,1,1667
银川,88.83,3,1000
银川,60,3,1600
银川,88,2,1000
银川,59,1,3400
银川,90,1,1700
银川,70,3,850
银川,321.5,1,6500
银川,80.54,2,800
银川,50,2,1200
银川,126,2,1500
银川,119,2,450
银川,110,1,3000
银川,165,1,3200
银川,62,3,750
银川,50,2,1600
银川,147,1,1300
银川,116,2,800
银川,60.8,3,1000
银川,118,1,1000
银川,126.9,2,600
银川,110,2,1600
银川,96,2,700
银川,125,3,2600
银川,98,2,1000
银川,243,3,10000
银川,116,3,1500
银川,155,2,1000
银川,130.33,2,2000
银川,300,1,12000
银川,199.51,1,6500
银川,141,1,2900
银川,116,3,1600
银川,81,1,1600
银川,80,2,1570
银川,79,3,1000
银川,61,2,600
银川,51,1,1000
银川,900,1,45000
银川,92.22,3,1300
银川,64.5,1,850
银川,60,3,700
银川,128,2,1200
银川,93,2,1300
银川,63,2,1200
银川,119.8,3,2200
银川,95.82,2,2500
银川,48.62,1,1700
银川,143,2,1000
银川,135,2,1800
银川,133,2,1600
银川,109,3,1000
银川,80,3,1200
银川,137,3,1000
银川,110,1,900
银川,48,2,700
银川,127,3,1800
银川,82,3,1200
银川,128,2,1200
银川,20,2,550
银川,90,3,1000
银川,130,2,2800
银川,89,3,1100
银川,115,3,700
银川,65,2,800
银川,50,1,1400
银川,68,2,600
银川,78,1,700
银川,84,1,10000
银川,90,2,1350
银川,47.84,3,1000
银川,51,3,1800
银川,110,3,1100
银川,130,1,1500
银川,163,3,3000
银川,62,3,900
银川,68,1,700
银川,99,1,900
银川,118,2,1300
银川,56.93,3,1600
银川,100,3,1000
银川,90,3,900
银川,93,2,1000
银川,168,1,900
银川,48.22,2,1000
银川,145,3,1300
银川,60,3,700
银川,139,1,2300
银川,105,1,1250
银川,70,2,1100
银川,123,2,1800
银川,93,2,2500
银川,43,3,750
银川,86,1,1600
银川,94,3,1000
银川,114.95,1,2300
银川,77.73,3,1000
银川,77,3,1100
银川,53,1,700
银川,79,3,700
银川,86,2,1100
银川,93.66,2,1800
银川,83,3,790
银川,108,2,1300
银川,135,3,2500
银川,126.6,2,2000
银川,62,3,2100
银川,65,3,1000
银川,127,1,500
银川,57,3,700
银川,40,2,1300
银川,77.19,2,1300
银川,90,2,2000
银川,150,3,1300
银川,15,3,580
银川,53,3,1700
银川,121.53,3,2800
银川,131,1,800
银川,110,3,1200
银川,89.5,1,900
银川,93,2,1600
银川,154,1,2200
银川,114,3,1900
银川,41,1,1180
银川,98,2,1500
银川,128.98,2,1000
银川,105,1,1300
银川,70,1,1250
银川,247,3,3500
银川,73,3,1500
银川,135,2,1000
银川,83,1,1200
银川,63,2,1100
银川,109,1,1600
银川,198.92,1,2000
银川,49,3,1500
银川,105,1,1800
银川,66,2,1300
银川,110,3,500
银川,85,2,780
银川,89.79,2,1450
银川,96,3,800
银川,111.02,3,1500
银川,25,1,500
银川,79,3,500
银川,105,3,1200
银川,93,1,1000
银川,119.39,2,1200
银川,74.89,2,1000
银川,124,3,2100
银川,120,3,2300
银川,90,3,1200
银川,55,3,500
银川,128,1,1500
银川,155.17,1,5200
银川,118,3,1500
银川,142.5,2,800
银川,80,1,583
银川,105,3,1000
银川,93,1,1450
银川,36.95,1,650
银川,93.6,2,1500
银川,77.91,3,900
银川,92,3,1200
银川,52.78,3,600
银川,42,2,2000
银川,56.25,3,900
银川,54,2,800
银川,64,3,1000
银川,112,1,1800
银川,98,3,900
银川,77.39,3,830
银川,150.9,1,4000
银川,83,3,1300
银川,60,3,700
银川,23.03,1,1900
银川,50,3,1000
银川,123,3,1000
银川,80,2,1600
银川,163,2,1000
银川,233,3,3000
银川,56,3,1200
银川,160,1,2200
银川,93,3,1000
银川,38.03,3,850
银川,144,1,800
银川,65,2,1100
银川,90,2,1100
银川,53.4,2,650
银川,54,3,750
银川,109,2,950
银川,150,2,1400
银川,88,3,1000
银川,93,1,1500
银川,107,3,2300
银川,73,3,1000
银川,69,3,1500
银川,88,3,600
银川,40,2,550
银川,96,3,900
银川,49.6,2,900
银川,60,3,1500
银川,63.12,1,1300
银川,74.12,3,2350
银川,100,3,1600
银川,109.7,1,1500
银川,55.5,2,1000
银川,78,3,1300
银川,121.91,3,2200
银川,119,2,1800
银川,9.37,3,800
银川,94,2,1000
银川,69.22,3,650
银川,128,3,1100
银川,119,3,2200
银川,153,1,4200
银川,95,2,900
银川,137.2,2,1000
银川,130,1,2500
银川,104,1,1400
银川,120,3,500
银川,105,2,1350
银川,108.89,3,1800
银川,129,3,800
银川,87,2,1000
银川,92,3,1200
银川,104.32,3,500
银川,70.8,2,1300
银川,130,1,1700
银川,109,1,2700
银川,57,2,750
银川,143,2,1000
银川,57.37,3,1600
银川,120,3,2400
银川,157,2,1300
银川,94,2,1250
银川,65,2,750
银川,128,3,1500
银川,109,3,1500
银川,114,3,1800
银川,91.6,3,1000
银川,83.9,3,900
银川,136,3,1950
银川,51,2,1200
银川,50,2,900
银川,100,1,1300
银川,35,2,1500
银川,119,3,1200
银川,91,2,1000
银川,139,1,1950
银川,127.32,2,1300
银川,78,3,1300
银川,128,3,2600
银川,116,2,1500
银川,122,3,600
银川,52,3,1300
银川,126,2,1700
银川,158,1,2200
银川,125.49,2,1800
银川,20,3,500
银川,23,3,500
银川,131.77,3,1800
银川,49,2,1300
银川,76.5,2,700
银川,181.51,1,1400
银川,189,1,1000
银川,60.5,2,1400
银川,86.5,3,900
银川,135,3,2000
银川,86,2,1000
银川,50,2,2000
银川,93,3,1100
银川,78.8,3,800
银川,89,3,1200
银川,130,2,999
银川,98.36,1,800
银川,119,3,1000
银川,108,2,505
银川,92.09,3,1000
银川,40,3,400
银川,130,2,1350
银川,153,2,2600
银川,124,2,900
银川,138,3,700
银川,120,3,1500
银川,118,2,1100
银川,50,2,1100
银川,100,2,1500
银川,41,1,1300
银川,90.42,1,1100
银川,44,2,500
银川,38,2,800
银川,70,3,1000
银川,43,2,799
银川,94,2,1000
银川,130,1,2000
银川,48,2,1600
银川,54,3,1500
银川,47,2,1600
银川,34.8,2,900
银川,45,3,1600
银川,131,3,2500
银川,78,3,1700
银川,71.25,3,800
银川,106.75,3,1000
银川,64,1,1000
银川,61,2,1500
银川,111.98,1,1000
银川,51,3,900
银川,58,2,950
银川,92,3,1100
银川,100,1,1800
银川,75,3,1500
银川,115,2,850
银川,127,3,2800
银川,88,3,1000
银川,50,2,1350
银川,51,2,1300
银川,54,2,700
银川,49.43,3,700
银川,86.2,3,1500
银川,82,3,2100
银川,66,3,1000
银川,48,2,1000
银川,87.7,2,800
银川,89,2,1100
银川,69,3,1000
银川,96,1,1100
银川,45,2,1000
银川,80,2,600
银川,51,2,1800
银川,70,2,666
银川,74,3,1100
银川,89,3,2000
银川,90,2,450
银川,57,3,900
银川,20,3,800
银川,80.33,3,1450
银川,120,3,1200
银川,48.5,2,900
银川,50.38,2,1400
银川,106,3,1000
银川,31,2,800
银川,84,2,900
银川,108.6,2,1600
银川,50,1,1400
银川,119,1,2500
银川,112,2,1667
银川,125,3,1500
银川,48.95,2,1300
银川,87,2,1300
银川,56,1,1100
银川,55.4,2,1600
银川,82.97,3,1500
银川,90,1,1000
银川,127.3,1,1300
银川,73,1,1300
银川,58,3,1000
银川,130,2,2400
银川,18,3,550
银川,80,3,700
银川,58,2,1600
银川,41.25,2,650
银川,90,3,1150
银川,58,2,1600
银川,38,2,1000
银川,94,1,1000
银川,89.01,1,850
银川,65.34,2,850
银川,95,3,1000
银川,131,3,2400
银川,139,2,4200
银川,150,2,4500
银川,132,2,2800
银川,40,1,1500
银川,70,1,1200
银川,120,3,1800
银川,61,2,1300
银川,130,1,2700
银川,103,3,1000
银川,55.5,1,1150
银川,86.5,2,1200
银川,55,2,1550
银川,105,2,850
银川,55,3,1550
银川,50,2,1400
银川,87,1,1100
银川,58,3,1000
银川,47,2,1200
银川,110,3,1300
银川,51,2,600
银川,129.41,2,800
银川,54,3,1700
银川,94,2,1300
银川,77,3,1300
银川,44,3,850
银川,103,3,1700
银川,98,2,1800
银川,60.7,3,650
银川,120,3,2500
银川,109.5,3,1000
银川,78,1,15000
银川,81,1,950
银川,87,3,800
银川,80,3,700
银川,78,3,700
银川,124,1,2600
银川,143,3,750
银川,40,3,600
银川,101,2,1500
银川,89,2,1500
银川,62,1,1100
银川,50,3,800
银川,129.24,2,1500
银川,118,2,1100
银川,57,3,800
银川,67,2,1050
银川,62.9,2,750
银川,78,1,800
银川,90.4,2,800
银川,82.44,3,1000
银川,110,2,417
银川,78,1,1200
银川,80,1,1300
银川,83,1,1500
银川,55,3,1200
银川,47.88,3,650
银川,45.15,1,1000
银川,110,1,500
银川,40,2,600
银川,87,3,1000
银川,57,2,1600
银川,92,2,1500
银川,112.58,2,2600
银川,150,3,2500
银川,140,2,1700
银川,105,3,1100
银川,101,1,2500
银川,68,2,700
银川,54,3,1100
银川,50.8,1,600
银川,50,3,600
银川,30,1,650
银川,190.74,1,3300
银川,149.64,2,1400
银川,101,1,2300
银川,60,3,1200
银川,98,2,1400
银川,78,1,800
银川,90,1,1200
银川,81,2,2300
银川,40,2,1100
银川,92,3,900
银川,53.6,3,1500
银川,85,2,1900
银川,85,2,1900
银川,123,1,300
银川,80,2,850
银川,94.28,3,900
银川,55.93,2,1700
银川,89,3,1500
银川,121,1,1500
银川,107,2,700
银川,80,2,1200
银川,91,3,1000
银川,149,3,1400
银川,70,3,1400
银川,70,2,900
银川,138,1,1200
银川,109,2,1500
银川,146,3,1600
银川,129,1,1400
银川,199,2,1700
银川,144,3,2200
银川,86,1,1000
银川,118,1,4000
银川,91,3,1500
银川,115.36,2,1000
银川,57,1,800
银川,98.36,3,1000
银川,116,3,1100
银川,98.08,2,1100
银川,165.4,1,3750
银川,93,2,1100
银川,189.17,3,6620
银川,91,2,600
银川,177,3,1300
银川,104.56,1,3500
银川,89.14,3,1100
银川,118,2,2200
银川,84,3,1000
银川,72,3,900
银川,135,1,2100
银川,53,1,1400
银川,127,3,1000
银川,155,2,1700
银川,103,2,1350
银川,53,1,1000
银川,154.24,3,1400
银川,95,2,1100
银川,138,3,1200
银川,62.5,2,1000
银川,200,1,2000
银川,141.41,2,3100
银川,105,2,1000
银川,74.47,2,1000
银川,62,3,600
银川,117.46,3,1200
银川,74,3,700
银川,75,3,800
银川,111,3,1400
银川,167,2,5000
银川,98,3,1200
银川,96,2,1200
银川,131,3,1800
银川,83,3,800
银川,52.11,3,1200
银川,129,3,2800
银川,119,3,2500
银川,93.4,3,800
银川,75,3,1500
银川,60,2,750
银川,149,2,2300
银川,146,2,800
银川,67,2,900
银川,55,2,750
银川,90,2,1200
银川,120,1,1800
银川,46,2,1000
银川,53.7,2,1000
银川,311,2,6000
银川,84,2,2000
银川,75,2,1100
银川,50,3,750
银川,74.11,3,900
银川,170,3,1500
银川,120,3,1700
银川,100,1,3100
银川,115,2,1400
银川,93.02,3,1300
银川,128,3,5000
银川,132,2,1800
银川,110.82,1,3000
银川,145,3,1800
银川,103,1,1900
银川,123,3,1600
银川,88,3,1100
银川,87,3,600
银川,69.53,3,900
银川,108,2,1800
银川,180.94,1,4000
银川,35,1,5000
银川,143,3,1600
银川,64.25,2,1000
银川,80,2,1000
银川,126,1,1600
银川,64.43,1,850
银川,126,2,1200
银川,50.39,2,1400
银川,79,2,1100
银川,56.37,2,1500
银川,90,1,850
银川,54,1,800
银川,104,2,1800
银川,50,3,1500
银川,140,2,2500
银川,83,3,800
银川,94,1,3750
银川,153,2,1800
银川,44,1,600
银川,56,2,1100
银川,44,3,1000
银川,139.86,2,2400
银川,76,1,950
银川,84,3,1500
银川,55,3,1200
银川,65,2,1800
银川,64,1,900
银川,125,1,1100
银川,86,1,1400
银川,99.07,2,1500
银川,95,3,1800
银川,55,2,800
银川,120,1,600
银川,62,2,1250
银川,70.49,3,999
银川,100,3,1300
银川,97.1,3,600
银川,95,2,2500
银川,280,1,3100
银川,128,1,1800
银川,60,2,600
银川,50,3,800
银川,58,3,800
银川,96.73,3,1300
银川,60,2,1250
银川,92.98,2,2000
银川,132.7,2,2100
银川,145.6,3,1250
银川,75,3,1100
银川,88,3,1000
银川,84,2,1200
银川,80,2,1200
银川,91,3,1000
银川,149,3,1400
银川,70,3,1400
银川,70,2,900
银川,138,1,1200
银川,109,2,1500
银川,146,3,1600
银川,129,1,1400
银川,199,2,1700
银川,144,3,2200
银川,106.78,3,2000
银川,93.7,3,1300
银川,115,3,600
银川,115,2,1500
银川,14,2,500
银川,131.28,3,400
银川,94,3,1500
银川,170,1,1800
银川,163,1,3500
银川,140,2,800
银川,150,2,1500
银川,101,2,1200
银川,88.3,3,1600
银川,121,1,1200
银川,109,2,1350
银川,142,2,2600
银川,268,1,13000
银川,45,2,1300
银川,76.03,2,1000
银川,51,1,800
银川,347,1,8000
银川,51.28,3,1300
银川,70.79,3,1800
银川,124,1,500
银川,66.66,3,850
银川,45.56,1,1200
银川,170,3,2200
银川,60.7,2,1000
银川,133,1,600
银川,106,3,1100
银川,61,3,800
银川,127.07,2,800
银川,118,1,1100
银川,130.33,3,1200
银川,152,2,1500
银川,100,2,1500
银川,213.95,1,4600
银川,143,3,2000
银川,82,3,1000
银川,100,3,2300
银川,76,3,750
银川,118.41,3,3300
银川,56.19,1,1500
银川,68.28,3,750
银川,178,2,1000
银川,116,2,800
银川,50,1,1000
银川,111,2,450
银川,287,2,2500
银川,128,3,1300
银川,82.06,3,800
银川,124,1,3200
银川,64.6,3,800
银川,48,2,900
银川,132.16,2,1100
银川,79,2,850
银川,138,2,1200
银川,90.84,3,680
银川,60,3,700
银川,128,3,3000
银川,102.55,3,2500
银川,145.52,1,1500
银川,42.6,1,1666
银川,55,3,1300
银川,43.49,2,700
银川,53,2,1400
银川,131,1,2000
银川,122,1,1100
银川,175,3,2000
银川,145,1,1300
银川,114,1,2800
银川,88,2,2600
银川,109,1,1000
银川,125,1,3000
银川,87.51,1,10000
银川,128,2,2300
银川,144,3,1000
银川,65,2,1500
银川,70,3,1500
银川,131,3,2500
银川,75,1,850
银川,94,3,600
银川,60,3,600
银川,53,2,1100
银川,65,2,1100
银川,40,3,1100
银川,65,1,1200
银川,56.17,2,1300
银川,99,1,900
银川,128,1,1700
银川,51.3,2,1300
银川,107,1,2500
银川,1553.07,1,29000
银川,56,3,1800
银川,88.8,3,1800
银川,92,2,1700
银川,129,2,2600
银川,133,1,1800
银川,57,3,500
银川,136,1,2300
银川,58.73,2,1300
银川,98.8,2,1700
银川,89.69,3,1000
银川,108,2,830
银川,36,2,1100
银川,70,3,700
银川,162.58,3,1300
银川,150,3,1600
银川,120,3,2300
银川,58,1,1000
银川,43,2,1100
银川,113,2,1600
银川,107.36,3,1800
银川,88,2,700
银川,118,2,300
银川,98,2,1000
银川,162,1,4500
银川,45,2,1200
银川,66,2,900
银川,112,2,1300
银川,132,3,1700
银川,101.9,3,2000
银川,97.9,1,1500
银川,82,3,1350
银川,128,3,800
银川,121.58,3,1050
银川,106.39,1,1850
银川,88,1,600
银川,88,2,550
银川,135.7,2,800
银川,60,3,600
银川,38,2,1300
银川,106,2,1300
银川,60,2,1300
银川,47.76,2,900
银川,139,2,900
银川,101.74,2,2200
银川,60,1,1260
银川,131,1,2200
银川,63,3,1300
银川,98,1,1500
银川,45,1,1200
银川,41,2,1200
银川,102,3,920
银川,89.9,1,2800
银川,113,1,1000
银川,121,2,700
银川,58,1,500
银川,50.38,3,1300
银川,79.8,2,800
银川,78,3,1300
银川,128,3,2600
银川,119,3,1300
银川,88,1,500
银川,80,1,900
银川,105,2,1600
银川,140,3,2000
银川,128.77,3,1700
银川,55,1,1800
银川,56.79,3,1500
银川,60,1,1350
银川,60,2,1350
银川,67,1,3700
银川,1100,3,26000
银川,133,2,1100
银川,119.47,1,1400
银川,132,3,1900
银川,100,3,800
银川,141,3,1500
银川,56,3,600
银川,142,3,2200
银川,99,1,1550
银川,125.67,2,1800
银川,62.28,3,1100
银川,133,1,1200
银川,100,3,1300
银川,46,3,900
银川,58,3,900
银川,50,3,1000
银川,117,3,1400
银川,90.71,3,800
银川,105.82,1,600
银川,450,2,15750
银川,115,2,1300
银川,78,2,900
银川,138,1,500
银川,45,3,1300
银川,48,2,1200
银川,140,2,1000
银川,82.77,3,750
银川,88,2,1150
银川,50,3,900
银川,58,3,1200
银川,89,3,1200
银川,113,2,2200
银川,142,3,2000
银川,98,1,1100
银川,59.8,3,800
银川,130,3,2000
银川,57,2,700
银川,93,1,1400
银川,90,2,1200
银川,63.28,3,650
银川,65,2,1000
银川,129.48,1,1500
银川,125,3,1200
银川,131,3,2200
银川,90,3,800
银川,129,3,800
银川,87,2,1000
银川,77,3,1000
银川,79,3,1300
银川,42.67,2,1500
银川,153.5,2,1000
银川,63,3,1400
银川,133,3,4200
银川,128.56,2,1800
银川,116,3,1100
银川,134.7,2,1600
银川,127.56,2,800
银川,113,2,1300
银川,129,3,2600
银川,91,1,900
银川,93,2,1200
银川,149.73,3,2300
银川,55,1,1300
银川,60,1,1200
银川,74,3,800
银川,85,1,1300
银川,96,2,500
银川,58,3,700
银川,60,3,1100
银川,53.6,2,800
银川,78,3,1000
银川,124,2,1800
银川,70,1,1500
银川,146,2,2300
银川,73,3,950
银川,58,3,1400
银川,45.5,2,1200
银川,39.72,3,1200
银川,61.53,1,650
银川,84,2,1200
银川,30,3,750
银川,49.1,1,1000
银川,76,2,800
银川,112,2,1400
银川,170,3,2500
银川,50,2,1300
银川,148,2,2100
银川,60,2,950
银川,58,3,1000
银川,45,3,1400
银川,103,2,1600
银川,37,1,1100
银川,114,1,2100
银川,96,2,1300
银川,98,1,1400
银川,92.62,2,1200
银川,110,2,1200
银川,142.54,2,2000
银川,131,3,1500
银川,114.5,2,1200
银川,59.74,3,600
银川,137,3,5100
银川,170,1,2000
银川,70,3,1100
银川,96,3,650
银川,129,1,800
银川,120.55,3,1700
银川,97.25,2,2500
银川,80,2,500
银川,104,2,650
银川,76,3,800
银川,99,3,1100
银川,101,1,1900
银川,60,3,809
银川,70,1,1000
银川,144,3,500
银川,133,3,2300
银川,97.5,3,700
银川,137,3,2400
银川,56,2,1000
银川,81,1,1100
银川,142.5,2,1300
银川,230,1,60000
银川,124,1,2000
银川,75,3,1000
银川,68.3,2,2150
银川,55.63,1,1500
银川,50.38,2,1600
银川,115,1,2000
银川,149,3,2600
银川,143,1,1200
银川,65,2,700
银川,70,2,1300
银川,100.1,2,600
银川,81,1,1100
银川,40,3,500
银川,120,3,1700
银川,117,1,550
银川,50,3,1500
银川,113.44,3,1000
银川,53.6,2,1200
银川,63,2,1200
银川,93,3,1100
银川,36.3,1,800
银川,100,1,1500
银川,64,3,750
银川,101,2,2500
银川,81.33,3,650
银川,87,2,800
银川,79,1,2000
银川,10,2,750
银川,94.5,2,1200
银川,54,1,1100
银川,90.36,3,1200
银川,48,3,1100
银川,45,1,850
银川,88.3,3,588
银川,62.5,3,1100
银川,141.1,3,1900
银川,83,3,1000
银川,90,3,550
银川,79.42,3,900
银川,62,3,1000
银川,89.6,1,1300
银川,75,3,900
银川,70,1,1300
银川,48,3,1300
银川,99.43,3,1100
银川,111,1,2350
银川,64.77,3,600
银川,103,3,1000
银川,53,3,1700
银川,90,3,900
银川,43,3,1300
银川,95,1,1000
银川,67,3,900
银川,112,3,1500
银川,133,3,1400
银川,145,3,2500
银川,74,3,1000
银川,59.5,3,600
银川,143.46,2,500
银川,117,3,500
银川,54.66,1,1400
银川,89.3,2,1300
银川,58,1,2000
银川,50,3,1300
银川,156,2,2800
银川,118,1,2200
银川,90,1,1100
银川,50,1,900
银川,156.8,1,9830
银川,65,3,1000
银川,50,1,5000
银川,81.42,2,1200
银川,40,2,1200
银川,128,3,4600
银川,121.24,2,400
银川,140,3,1000
银川,80,3,700
银川,120,2,2800
银川,105,3,1200
银川,128,3,500
银川,92.3,3,900
银川,90,2,1400
银川,90,3,1000
银川,116,3,900
银川,112,1,2200
银川,109,3,400
银川,90,3,600
银川,59,3,750
银川,70,3,750
银川,59,1,1200
银川,60,3,500
银川,149,2,2800
银川,125.74,1,1600
银川,280,2,12500
银川,80,2,1000
银川,143,3,800
银川,57.5,3,800
银川,60,3,1300
银川,119,3,900
银川,112.64,3,800
银川,69.9,3,1100
银川,47.27,2,1300
银川,118,3,500
银川,124,3,1600
银川,45,2,1000
银川,135,2,1500
银川,95,1,2000
银川,146,2,2150
银川,62,3,850
银川,23,3,500
银川,90,3,1200
银川,20,1,3000
银川,138,2,5000
银川,129,1,1000
银川,45,2,1500
银川,80,1,413
银川,90,3,1400
银川,62,3,1000
银川,119,2,2200
银川,89,3,1500
银川,68.39,2,700
银川,80,1,1300
银川,113,1,833
银川,160,3,1000
银川,124.23,2,1800
银川,129.48,1,1600
银川,83,3,1000
银川,53,1,1600
银川,55.3,3,700
银川,106,3,2000
银川,89.6,3,1300
银川,60.8,3,650
银川,53,2,1500
银川,85,3,900
银川,230,1,5200
银川,119.4,3,1100
银川,180.98,1,5000
银川,46,3,1300
银川,140,3,2600
银川,72,3,700
银川,50,1,2000
银川,88,3,1500
银川,90,2,1000
银川,93,3,1000
银川,145,3,2200
银川,71,3,850
银川,126.56,1,1000
银川,100,3,1600
银川,97,3,850
银川,95.61,3,1000
银川,113,3,1900
银川,172,1,4000
银川,75,2,1200
银川,98,3,1000
银川,96,3,1500
银川,88.79,2,1000
银川,131,3,1000
银川,62,2,700
银川,60,3,850
银川,130,3,2500
银川,88,2,1500
银川,95,1,1800
银川,131,1,1600
银川,130.85,2,2000
银川,90,3,1000
银川,58,3,1200
银川,165,2,1500
银川,106.66,2,1900
银川,89,3,750
银川,56,3,1000
银川,118,3,3500
银川,45,2,700
银川,121.3,2,1200
银川,146,3,1600
银川,138,1,300
银川,63,2,1200
银川,86,2,1000
银川,90,3,1200
银川,97,1,1200
银川,122,1,900
银川,45,2,1400
银川,54,1,750
银川,84,2,900
银川,108.6,2,1600
银川,50,1,1400
银川,119,1,2500
银川,112,2,1667
银川,125,3,1500
银川,48.95,2,1300
银川,87,2,1300
银川,56,1,1100
银川,55.4,2,1600
银川,82.97,3,1500
银川,90,1,1000
银川,71.25,3,900
银川,140,3,1400
银川,125,2,1500
银川,40,1,1500
银川,68.4,2,1200
银川,101.3,3,1800
银川,76,3,1150
银川,68,3,850
银川,90,3,1500
银川,131,2,2600
银川,83,1,900
银川,43.77,2,1000
银川,149,1,1500
银川,72,2,650
银川,41,1,1100
银川,43,2,1400
银川,89,1,1300
银川,88,2,800
银川,45,1,700
银川,60,3,1100
银川,115,3,1300
银川,56,2,1500
银川,50.39,3,1600
银川,94,3,850
银川,89.62,2,1200
银川,83.3,2,1500
银川,90,1,1499
银川,117.55,2,800
银川,41,1,1300
银川,134,2,800
银川,129.8,3,2600
银川,147,3,2500
银川,147,1,2600
银川,101,3,3000
银川,93,3,800
银川,80,2,1300
银川,117,1,400
银川,90,1,2000
银川,110,1,1250
银川,117,2,2800
银川,92,3,700
银川,101,3,2500
银川,74.6,2,900
银川,56.25,1,850
银川,62,2,900
银川,140,1,650
银川,90,2,1100
银川,162,2,1200
银川,49,1,1200
银川,78,2,1000
银川,86,2,1000
银川,128,3,2000
银川,58,3,1200
银川,101,1,800
银川,128.27,3,800
银川,60,2,900
银川,109,3,2000
银川,45,1,700
银川,50,3,1200
银川,50,1,1200
银川,52.04,2,800
银川,115,2,3600
银川,73,3,830
银川,87,1,800
银川,111.14,3,1250
银川,75.72,2,1100
银川,74,3,1400
银川,94,3,900
银川,96,1,1200
银川,74,2,1100
银川,58,3,700
银川,142,3,1600
银川,117,2,1000
银川,51,2,1000
银川,140,3,1300
银川,142,3,2000
银川,51,2,2000
银川,12,1,650
银川,102,2,1100
银川,133,2,1000
银川,129,1,1500
银川,113,3,1500
银川,96,1,1250
银川,65,2,1000
银川,80,1,1200
银川,101,2,1900
银川,120,3,1450
银川,112,2,1000
银川,78,3,1300
银川,51,2,1000
银川,390,3,12000
银川,112.98,1,4666
银川,45,3,850
银川,94,2,1200
银川,110,2,1000
银川,49,2,900
银川,88,3,800
银川,78,3,700
银川,137,2,1000
银川,116,1,7100
银川,107,3,2000
银川,88.5,2,1400
银川,113,2,2000
银川,70,2,1300
银川,100,1,2400
银川,68,2,2300
银川,95,3,1000
银川,291,3,10000
银川,120,3,1000
银川,58,2,1260
银川,48.62,1,1650
银川,40,1,700
银川,132,1,4180
银川,102,1,1400
银川,37.27,2,700
银川,90,1,1000
银川,86,1,1200
银川,60,3,1100
银川,80,2,1500
银川,87,3,1000
银川,92,2,1600
银川,125.98,1,450
银川,55,2,600
银川,41,3,800
银川,100,3,1000
银川,79.16,2,900
银川,65,1,950
银川,94,3,1400
银川,133,1,1200
银川,123,3,2700
银川,45,3,1200
银川,140,2,2000
银川,54.6,3,650
银川,54.49,1,2000
银川,50,3,1050
银川,118,2,1100
银川,82,2,1300
银川,155.58,3,1200
银川,51.28,3,1300
银川,45,2,1500
银川,112,2,650
银川,115.6,1,2500
银川,114,1,1600
银川,51.93,2,2200
银川,133,1,1500
银川,125,1,850
银川,69,2,900
银川,177.13,2,3000
银川,133.15,3,2300
银川,87.4,3,1000
银川,84,2,1100
银川,91,2,800
银川,84,3,1000
银川,137,1,800
银川,130,1,1600
银川,63,2,700
银川,90,2,1200
银川,53,2,1100
银川,73,1,1000
银川,130,2,2500
银川,132.3,3,1600
银川,133,1,950
银川,51.65,2,800
银川,133,3,650
银川,148,1,1500
银川,58,2,2500
银川,98,1,500
银川,624,2,12480
银川,312,2,6500
银川,131,3,2300
银川,92,3,700
银川,65.18,2,1300
银川,110,3,1200
银川,145,1,2500
银川,109.21,2,500
银川,117,3,2200
银川,68,1,1400
银川,99,3,2000
银川,60,3,600
银川,82.8,2,1500
银川,108,3,400
银川,52.5,2,750
银川,97.84,1,1100
银川,111.2,2,1050
银川,34,2,1000
银川,126,3,1300
银川,81,3,700
银川,67.6,2,700
银川,139,3,1200
银川,108,3,2000
银川,88,1,750
银川,104.61,2,2000
银川,59,3,750
银川,80,2,900
银川,70,1,4500
银川,93,1,800
银川,72,3,1000
银川,144,2,2500
银川,86,2,900
银川,96,2,1100
银川,56,2,1100
银川,108,2,3240
银川,44,3,1200
银川,75,2,1000
银川,129,3,1200
银川,31.23,3,600
银川,40.65,1,1400
银川,75,2,950
银川,78,3,1100
银川,46,2,600
银川,114,2,2200
银川,129,1,1200
银川,60,2,1100
银川,52.68,3,1300
银川,77,2,1200
银川,97,2,2320
银川,96,3,850
银川,60,2,550
银川,86.86,1,1100
银川,60,3,900
银川,88,1,5900
银川,98,2,1000
银川,89,2,1300
银川,130,1,1200
银川,43,2,1400
银川,142,1,4600
银川,32.28,2,1200
银川,45,3,1200
银川,157.36,2,3500
银川,187,3,3200
银川,103,3,1900
银川,51,3,750
银川,77,2,1000
银川,119,3,2500
银川,98,3,1000
银川,35,2,880
银川,93,3,750
银川,90,1,1000
银川,137,3,1800
银川,108,1,750
银川,77,3,800
银川,90,3,1350
银川,143,2,1200
银川,66,3,900
银川,86,3,900
银川,128,1,2400
银川,200,3,3300
银川,94,3,1200
银川,116,3,1500
银川,143.34,3,600
银川,108,1,800
银川,48,3,500
银川,100.46,3,900
银川,94,3,1200
银川,143,2,800
银川,53,1,1300
银川,158,1,600
银川,102,2,2500
银川,113,3,600
银川,107.7,3,1000
银川,148,3,2000
银川,128.36,1,350
银川,64.33,3,700
